id_sessao,id_cliente,data_hora_inicio,dispositivo,versao_app,qualidade_conexao,duracao_segundos,data_hora_fim,abandonada,motivo_encerramento,score_experiencia
107613,14339,2024-12-03 19:29:15,Android,6.1,Ruim,132,2024-12-03 19:31:27,False,Logout,90
107614,14340,2024-01-04 18:26:54,Android,6.0,Boa,49,2024-01-04 18:27:43,False,Logout,100
107615,14340,2024-02-25 10:23:50,Android,6.0,Boa,40,2024-02-25 10:24:30,False,Logout,100
107616,14340,2024-03-09 19:54:09,Android,5.9,Excelente,94,2024-03-09 19:55:43,False,Logout,100
107617,14340,2024-03-15 10:37:09,Android,6.0,Excelente,70,2024-03-15 10:38:19,False,Logout,100
107618,14340,2024-04-01 16:09:48,Android,6.0,Regular,55,2024-04-01 16:10:43,False,Logout,100
107619,14340,2024-04-09 14:01:34,iOS,6.0,Boa,40,2024-04-09 14:02:14,False,Logout,100
107620,14340,2024-04-16 08:38:51,Android,6.0,Boa,81,2024-04-16 08:40:12,False,Logout,88
107621,14340,2024-04-27 21:12:26,iOS,6.0,Excelente,85,2024-04-27 21:13:51,False,Logout,100
107622,14340,2024-05-15 11:09:07,Android,6.1,Boa,65,2024-05-15 11:10:12,False,Logout,100
107623,14340,2024-05-21 21:03:11,Android,5.9,Regular,156,2024-05-21 21:05:47,False,Logout,100
107624,14340,2024-05-21 21:11:32,Android,5.9,Boa,263,2024-05-21 21:15:55,False,Logout,100
107625,14340,2024-06-19 15:31:09,Android,6.0,Regular,43,2024-06-19 15:31:52,False,Logout,100
107626,14340,2024-07-18 08:28:34,Android,5.9,Excelente,59,2024-07-18 08:29:33,False,Logout,100
107627,14340,2024-09-15 15:06:46,Android,5.9,Boa,60,2024-09-15 15:07:46,False,Logout,100
107628,14340,2024-10-05 14:11:08,Android,6.1,Boa,73,2024-10-05 14:12:21,False,Logout,100
107629,14340,2024-10-24 16:14:03,Android,6.1,Excelente,81,2024-10-24 16:15:24,False,Logout,100
107630,14340,2024-10-25 08:42:41,iOS,6.0,Regular,66,2024-10-25 08:43:47,False,Logout,100
107631,14340,2024-12-26 19:12:20,Android,5.8,Regular,135,2024-12-26 19:14:35,False,Logout,100
107632,14340,2024-12-29 11:10:40,Android,6.0,Boa,37,2024-12-29 11:11:17,False,Logout,100
107633,14352,2024-03-24 18:10:51,iOS,6.0,Boa,116,2024-03-24 18:12:47,False,Logout,100
107634,14352,2024-05-25 20:39:17,iOS,6.0,Boa,55,2024-05-25 20:40:12,False,Logout,100
107635,14352,2024-06-10 20:55:51,iOS,5.8,Excelente,65,2024-06-10 20:56:56,False,Logout,100
107636,14352,2024-09-24 17:09:00,iOS,6.1,Boa,51,2024-09-24 17:09:51,True,Abandono,33
107637,14353,2024-08-04 17:40:59,Android,6.1,Boa,127,2024-08-04 17:43:06,False,Logout,100
107638,14353,2024-08-15 17:57:20,Android,6.0,Ruim,104,2024-08-15 17:59:04,False,Logout,83
107639,14353,2024-10-10 20:04:16,Android,6.1,Boa,50,2024-10-10 20:05:06,False,Logout,100
107640,14353,2024-12-09 23:55:46,Android,6.1,Boa,45,2024-12-09 23:56:31,False,Logout,100
107641,14360,2024-03-15 11:14:21,iOS,5.8,Boa,79,2024-03-15 11:15:40,False,Logout,100
107642,14360,2024-04-04 10:41:05,iOS,6.0,Excelente,36,2024-04-04 10:41:41,False,Logout,100
107643,14360,2024-05-01 18:51:29,iOS,6.1,Boa,68,2024-05-01 18:52:37,False,Logout,100
107644,14360,2024-06-14 17:34:29,Android,6.0,Boa,51,2024-06-14 17:35:20,False,Logout,100
107645,14360,2024-06-18 08:24:27,Android,6.0,Boa,37,2024-06-18 08:25:04,False,Logout,100
107646,14360,2024-08-05 06:32:53,iOS,6.0,Boa,49,2024-08-05 06:33:42,False,Logout,100
107647,14360,2024-10-11 15:30:24,iOS,6.0,Excelente,32,2024-10-11 15:30:56,False,Logout,100
107648,14360,2024-11-19 21:29:27,iOS,6.0,Boa,67,2024-11-19 21:30:34,False,Logout,100
107649,14360,2024-12-24 20:47:44,Android,6.1,Boa,36,2024-12-24 20:48:20,False,Logout,100
107650,14362,2024-05-05 00:59:43,iOS,6.1,Regular,157,2024-05-05 01:02:20,False,Logout,100
107651,14362,2024-05-26 12:18:47,Android,6.0,Regular,50,2024-05-26 12:19:37,False,Logout,100
107652,14364,2024-03-20 16:56:24,Android,6.0,Boa,29,2024-03-20 16:56:53,False,Logout,100
107653,14364,2024-04-23 03:50:28,Android,6.1,Boa,84,2024-04-23 03:51:52,False,Logout,100
107654,14364,2024-05-04 22:03:06,Android,6.0,Boa,48,2024-05-04 22:03:54,False,Logout,100
107655,14364,2024-08-24 22:50:47,Android,6.1,Excelente,109,2024-08-24 22:52:36,False,Logout,100
107656,14367,2024-01-09 12:25:59,Android,6.1,Boa,68,2024-01-09 12:27:07,False,Logout,100
107657,14367,2024-02-21 07:04:09,iOS,6.0,Boa,32,2024-02-21 07:04:41,False,Logout,100
107658,14367,2024-06-06 07:34:48,Android,6.0,Boa,150,2024-06-06 07:37:18,False,Logout,100
107659,14367,2024-07-06 16:13:24,Android,6.1,Boa,45,2024-07-06 16:14:09,False,Logout,100
107660,14367,2024-10-10 08:37:32,Android,6.0,Boa,61,2024-10-10 08:38:33,False,Logout,100
107661,14367,2024-12-10 18:59:36,Android,6.1,Regular,46,2024-12-10 19:00:22,False,Logout,100
107662,14372,2024-03-11 07:49:53,Android,5.9,Regular,394,2024-03-11 07:56:27,False,Logout,90
107663,14372,2024-09-04 12:02:51,Android,6.0,Regular,39,2024-09-04 12:03:30,False,Logout,100
107664,14372,2024-09-14 07:15:02,iOS,6.1,Regular,216,2024-09-14 07:18:38,False,Logout,100
107665,14374,2024-08-14 14:49:06,iOS,6.0,Regular,124,2024-08-14 14:51:10,False,Logout,100
107666,14374,2024-10-15 11:59:16,iOS,6.0,Excelente,56,2024-10-15 12:00:12,False,Logout,100
107667,14375,2024-01-01 20:39:53,Android,6.0,Excelente,34,2024-01-01 20:40:27,False,Logout,100
107668,14375,2024-01-30 07:05:43,Android,6.1,Boa,105,2024-01-30 07:07:28,False,Logout,83
107669,14375,2024-04-29 19:29:43,Android,6.0,Excelente,50,2024-04-29 19:30:33,False,Logout,100
107670,14375,2024-05-06 15:13:27,Android,6.1,Boa,76,2024-05-06 15:14:43,False,Logout,100
107671,14375,2024-07-15 19:52:53,Android,6.1,Boa,75,2024-07-15 19:54:08,False,Logout,100
107672,14375,2024-08-05 18:37:22,Android,6.1,Boa,66,2024-08-05 18:38:28,False,Logout,100
107673,14375,2024-08-09 10:39:14,Android,6.0,Boa,50,2024-08-09 10:40:04,False,Logout,100
107674,14375,2024-09-12 19:27:46,iOS,6.1,Excelente,111,2024-09-12 19:29:37,False,Logout,100
107675,14375,2024-09-18 08:49:26,Android,6.1,Boa,173,2024-09-18 08:52:19,False,Logout,88
107676,14379,2024-04-23 07:11:31,Android,6.0,Regular,20,2024-04-23 07:11:51,True,Abandono,30
107677,14379,2024-06-12 06:53:48,Android,6.0,Boa,62,2024-06-12 06:54:50,False,Logout,100
107678,14379,2024-06-26 10:50:48,Android,6.0,Excelente,30,2024-06-26 10:51:18,False,Logout,100
107679,14379,2024-08-18 16:51:09,Android,6.0,Boa,170,2024-08-18 16:53:59,False,Logout,100
107680,14379,2024-10-02 12:09:43,Android,6.1,Excelente,38,2024-10-02 12:10:21,False,Logout,100
107681,14379,2024-12-04 20:11:39,Android,5.9,Regular,86,2024-12-04 20:13:05,False,Logout,100
107682,14379,2024-12-17 12:36:57,Android,6.0,Boa,276,2024-12-17 12:41:33,False,Logout,85
107683,14380,2024-02-12 20:09:57,Android,5.9,Boa,55,2024-02-12 20:10:52,False,Logout,100
107684,14380,2024-05-10 17:03:50,Android,5.8,Boa,53,2024-05-10 17:04:43,False,Logout,100
107685,14380,2024-05-21 18:17:53,Android,6.0,Excelente,65,2024-05-21 18:18:58,False,Logout,100
107686,14380,2024-07-31 18:39:52,Android,6.0,Boa,65,2024-07-31 18:40:57,False,Logout,100
107687,14380,2024-08-12 19:19:54,Android,6.0,Excelente,156,2024-08-12 19:22:30,False,Logout,100
107688,14380,2024-09-18 16:13:15,Android,5.9,Excelente,43,2024-09-18 16:13:58,False,Logout,100
107689,14380,2024-09-18 19:09:42,Android,6.1,Boa,36,2024-09-18 19:10:18,False,Logout,100
107690,14380,2024-10-23 08:06:37,Android,5.9,Excelente,85,2024-10-23 08:08:02,False,Logout,100
107691,14380,2024-11-30 18:54:58,Android,6.1,Excelente,56,2024-11-30 18:55:54,False,Logout,100
107692,14380,2024-12-05 08:08:37,Android,5.9,Excelente,56,2024-12-05 08:09:33,False,Logout,100
107693,14381,2024-01-02 16:55:12,iOS,5.9,Boa,37,2024-01-02 16:55:49,False,Logout,100
107694,14381,2024-01-24 21:58:41,iOS,6.0,Boa,51,2024-01-24 21:59:32,False,Logout,100
107695,14381,2024-04-02 14:24:09,iOS,6.0,Excelente,44,2024-04-02 14:24:53,False,Logout,100
107696,14381,2024-04-08 21:59:22,iOS,6.1,Boa,29,2024-04-08 21:59:51,False,Logout,100
107697,14381,2024-06-02 15:04:05,Android,5.9,Boa,181,2024-06-02 15:07:06,False,Logout,100
107698,14381,2024-07-05 07:43:35,Android,6.0,Boa,47,2024-07-05 07:44:22,False,Logout,100
107699,14381,2024-07-07 12:08:04,iOS,6.0,Regular,53,2024-07-07 12:08:57,False,Logout,100
107700,14381,2024-08-24 20:10:29,iOS,6.1,Excelente,51,2024-08-24 20:11:20,False,Logout,100
107701,14381,2024-09-02 21:57:06,iOS,5.8,Regular,308,2024-09-02 22:02:14,False,Logout,100
107702,14381,2024-09-16 13:19:50,iOS,6.0,Boa,137,2024-09-16 13:22:07,False,Logout,100
107703,14381,2024-09-25 17:18:36,Android,5.9,Boa,72,2024-09-25 17:19:48,False,Logout,100
107704,14381,2024-10-23 12:03:06,iOS,6.0,Excelente,36,2024-10-23 12:03:42,False,Logout,100
107705,14381,2024-11-05 07:47:35,iOS,6.0,Regular,112,2024-11-05 07:49:27,False,Logout,100
107706,14381,2024-11-10 17:54:53,iOS,6.0,Boa,86,2024-11-10 17:56:19,False,Logout,100
107707,14386,2024-03-09 10:33:28,iOS,6.1,Excelente,52,2024-03-09 10:34:20,False,Logout,100
107708,14386,2024-05-07 12:17:46,iOS,6.0,Excelente,33,2024-05-07 12:18:19,False,Logout,100
107709,14386,2024-06-09 12:59:17,iOS,6.0,Boa,35,2024-06-09 12:59:52,False,Logout,100
107710,14386,2024-08-01 21:12:00,iOS,6.0,Regular,72,2024-08-01 21:13:12,False,Logout,100
107711,14389,2024-03-26 01:08:29,iOS,5.9,Excelente,47,2024-03-26 01:09:16,False,Logout,100
107712,14389,2024-05-25 20:35:46,iOS,6.1,Ruim,335,2024-05-25 20:41:21,False,Logout,65
107713,14390,2024-01-02 12:54:39,Android,6.0,Excelente,51,2024-01-02 12:55:30,False,Logout,100
107714,14390,2024-03-01 14:27:31,Android,6.0,Regular,136,2024-03-01 14:29:47,False,Logout,100
107715,14390,2024-03-04 18:29:34,Android,6.0,Boa,46,2024-03-04 18:30:20,False,Logout,100
107716,14390,2024-03-25 15:04:52,Android,6.0,Boa,34,2024-03-25 15:05:26,False,Logout,100
107717,14390,2024-04-01 18:22:50,Android,6.0,Boa,63,2024-04-01 18:23:53,False,Logout,100
107718,14390,2024-04-10 18:58:41,Android,6.1,Boa,87,2024-04-10 19:00:08,False,Logout,100
107719,14390,2024-04-20 08:46:12,iOS,6.0,Boa,38,2024-04-20 08:46:50,False,Logout,100
107720,14390,2024-04-20 22:48:37,Android,5.8,Regular,92,2024-04-20 22:50:09,False,Logout,88
107721,14390,2024-05-14 19:41:41,Android,6.0,Boa,210,2024-05-14 19:45:11,False,Logout,90
107722,14390,2024-05-18 21:09:23,Android,6.0,Regular,262,2024-05-18 21:13:45,False,Logout,100
107723,14390,2024-05-21 07:38:55,Android,5.9,Ruim,355,2024-05-21 07:44:50,False,Logout,75
107724,14390,2024-06-21 01:02:13,Android,6.1,Excelente,70,2024-06-21 01:03:23,False,Logout,100
107725,14390,2024-07-16 11:22:32,Android,6.0,Excelente,132,2024-07-16 11:24:44,False,Logout,100
107726,14390,2024-08-01 10:46:52,Android,6.0,Boa,42,2024-08-01 10:47:34,False,Logout,100
107727,14390,2024-08-31 07:58:37,Android,6.1,Ruim,199,2024-08-31 08:01:56,False,Logout,100
107728,14390,2024-09-03 19:13:19,Android,6.0,Regular,44,2024-09-03 19:14:03,False,Logout,100
107729,14390,2024-09-30 19:00:19,Android,6.0,Boa,57,2024-09-30 19:01:16,False,Logout,100
107730,14390,2024-10-09 23:11:54,Android,6.0,Boa,58,2024-10-09 23:12:52,False,Logout,100
107731,14390,2024-10-18 17:14:05,Android,5.9,Boa,54,2024-10-18 17:14:59,False,Logout,100
107732,14390,2024-10-21 07:43:06,Android,6.0,Boa,71,2024-10-21 07:44:17,False,Logout,100
107733,14390,2024-11-05 09:04:57,Android,6.0,Boa,105,2024-11-05 09:06:42,False,Logout,95
107734,14390,2024-11-07 19:28:33,Android,6.0,Ruim,270,2024-11-07 19:33:03,False,Logout,80
107735,14390,2024-11-22 14:40:24,Android,5.9,Boa,65,2024-11-22 14:41:29,False,Logout,100
107736,14391,2024-06-19 18:08:53,iOS,6.1,Ruim,54,2024-06-19 18:09:47,False,Logout,100
107737,14391,2024-07-16 08:28:41,iOS,5.9,Excelente,59,2024-07-16 08:29:40,False,Logout,100
107738,14391,2024-12-12 14:29:31,iOS,5.9,Boa,36,2024-12-12 14:30:07,False,Logout,100
107739,14393,2024-01-20 10:34:19,iOS,6.0,Regular,53,2024-01-20 10:35:12,False,Logout,100
107740,14393,2024-04-03 08:06:28,iOS,6.0,Boa,63,2024-04-03 08:07:31,False,Logout,100
107741,14393,2024-06-23 20:41:36,iOS,6.0,Boa,158,2024-06-23 20:44:14,False,Logout,100
107742,14393,2024-08-28 15:16:54,iOS,6.0,Excelente,46,2024-08-28 15:17:40,False,Logout,100
107743,14402,2024-05-07 22:57:03,iOS,6.0,Excelente,33,2024-05-07 22:57:36,False,Logout,100
107744,14407,2024-02-01 05:25:20,iOS,6.0,Excelente,95,2024-02-01 05:26:55,False,Logout,100
107745,14407,2024-03-27 10:20:41,Android,5.9,Excelente,153,2024-03-27 10:23:14,False,Logout,100
107746,14407,2024-06-06 21:00:46,Android,6.1,Boa,189,2024-06-06 21:03:55,False,Logout,100
107747,14407,2024-09-02 08:26:28,iOS,5.9,Excelente,58,2024-09-02 08:27:26,False,Logout,100
107748,14407,2024-12-17 08:25:40,iOS,6.0,Boa,180,2024-12-17 08:28:40,False,Logout,100
107749,14408,2024-01-01 18:08:32,iOS,6.0,Excelente,68,2024-01-01 18:09:40,False,Logout,100
107750,14408,2024-03-09 13:59:14,iOS,6.0,Regular,106,2024-03-09 14:01:00,False,Logout,100
107751,14408,2024-03-11 18:13:02,iOS,6.0,Excelente,109,2024-03-11 18:14:51,False,Logout,100
107752,14408,2024-04-03 08:50:31,iOS,6.0,Regular,122,2024-04-03 08:52:33,False,Logout,100
107753,14408,2024-04-11 20:57:08,Android,6.1,Boa,60,2024-04-11 20:58:08,False,Logout,100
107754,14408,2024-06-29 19:16:56,iOS,6.0,Regular,205,2024-06-29 19:20:21,False,Logout,100
107755,14408,2024-07-06 16:56:51,iOS,6.0,Boa,45,2024-07-06 16:57:36,False,Logout,100
107756,14408,2024-08-12 21:47:17,iOS,5.9,Boa,46,2024-08-12 21:48:03,False,Logout,100
107757,14408,2024-08-20 15:04:10,iOS,6.1,Regular,60,2024-08-20 15:05:10,False,Logout,100
107758,14408,2024-10-14 22:13:11,iOS,5.8,Regular,113,2024-10-14 22:15:04,False,Logout,100
107759,14408,2024-10-28 08:52:49,iOS,6.0,Excelente,55,2024-10-28 08:53:44,False,Logout,100
107760,14421,2024-04-29 13:53:05,iOS,5.8,Boa,80,2024-04-29 13:54:25,False,Logout,100
107761,14421,2024-09-07 09:33:35,iOS,6.0,Ruim,75,2024-09-07 09:34:50,False,Logout,100
107762,14421,2024-10-01 02:26:42,iOS,6.1,Regular,214,2024-10-01 02:30:16,False,Logout,100
107763,14431,2024-12-05 10:33:52,iOS,6.0,Boa,39,2024-12-05 10:34:31,False,Logout,100
107764,14435,2024-01-12 21:24:30,Android,5.9,Boa,87,2024-01-12 21:25:57,False,Logout,100
107765,14437,2024-01-09 09:55:09,Android,6.0,Boa,60,2024-01-09 09:56:09,False,Logout,100
107766,14437,2024-12-25 22:32:04,Android,6.0,Boa,32,2024-12-25 22:32:36,False,Logout,100
107767,14439,2024-03-03 22:53:18,iOS,6.1,Excelente,85,2024-03-03 22:54:43,False,Logout,100
107768,14439,2024-03-28 18:53:14,iOS,6.0,Excelente,71,2024-03-28 18:54:25,False,Logout,100
107769,14439,2024-04-05 10:16:06,iOS,6.0,Excelente,64,2024-04-05 10:17:10,False,Logout,100
107770,14439,2024-04-15 10:54:17,iOS,6.1,Boa,82,2024-04-15 10:55:39,False,Logout,100
107771,14439,2024-09-19 08:19:01,iOS,5.9,Boa,62,2024-09-19 08:20:03,False,Logout,100
107772,14439,2024-09-23 21:49:28,iOS,6.0,Boa,37,2024-09-23 21:50:05,False,Logout,100
107773,14439,2024-11-18 20:38:46,iOS,5.9,Boa,41,2024-11-18 20:39:27,False,Logout,100
107774,14439,2024-11-20 11:58:08,iOS,6.0,Boa,37,2024-11-20 11:58:45,False,Logout,100
107775,14439,2024-11-28 10:09:38,iOS,6.0,Regular,226,2024-11-28 10:13:24,False,Logout,100
107776,14439,2024-12-22 19:09:14,iOS,6.0,Boa,71,2024-12-22 19:10:25,False,Logout,100
107777,14440,2024-01-12 20:39:43,iOS,5.8,Boa,75,2024-01-12 20:40:58,False,Logout,100
107778,14440,2024-08-11 15:29:48,iOS,6.0,Boa,29,2024-08-11 15:30:17,False,Logout,100
107779,14443,2024-04-03 22:59:28,iOS,6.0,Regular,179,2024-04-03 23:02:27,False,Logout,95
107780,14443,2024-04-10 10:23:46,iOS,6.0,Boa,35,2024-04-10 10:24:21,False,Logout,100
107781,14443,2024-06-24 07:29:24,iOS,5.9,Boa,50,2024-06-24 07:30:14,False,Logout,100
107782,14443,2024-07-08 10:59:53,iOS,6.0,Excelente,30,2024-07-08 11:00:23,False,Logout,100
107783,14443,2024-09-19 14:54:23,iOS,5.9,Boa,39,2024-09-19 14:55:02,False,Logout,100
107784,14443,2024-10-12 10:25:59,iOS,5.9,Boa,89,2024-10-12 10:27:28,False,Logout,100
107785,14444,2024-03-22 12:17:27,Android,6.0,Excelente,95,2024-03-22 12:19:02,False,Logout,100
107786,14444,2024-04-16 09:32:52,iOS,6.1,Regular,94,2024-04-16 09:34:26,False,Logout,100
107787,14444,2024-07-18 08:54:53,iOS,6.1,Boa,126,2024-07-18 08:56:59,False,Logout,100
107788,14444,2024-10-01 21:53:13,Android,6.0,Boa,44,2024-10-01 21:53:57,False,Logout,100
107789,14444,2024-12-03 13:45:28,Android,5.9,Boa,159,2024-12-03 13:48:07,False,Logout,100
107790,14448,2024-07-03 12:41:58,Android,6.0,Regular,103,2024-07-03 12:43:41,False,Logout,100
107791,14448,2024-11-22 22:25:15,Android,6.1,Excelente,55,2024-11-22 22:26:10,False,Logout,100
107792,14449,2024-04-03 07:37:13,iOS,6.0,Boa,103,2024-04-03 07:38:56,False,Logout,100
107793,14449,2024-06-28 08:28:04,iOS,6.1,Excelente,67,2024-06-28 08:29:11,False,Logout,100
107794,14449,2024-07-22 19:20:25,iOS,6.0,Boa,63,2024-07-22 19:21:28,False,Logout,100
107795,14449,2024-12-17 23:02:56,iOS,5.8,Boa,98,2024-12-17 23:04:34,False,Logout,93
107796,14450,2024-07-01 13:39:41,Android,5.9,Ruim,79,2024-07-01 13:41:00,False,Logout,100
107797,14454,2024-01-11 13:11:32,Android,6.1,Regular,210,2024-01-11 13:15:02,False,Logout,100
107798,14454,2024-09-02 21:39:21,Android,6.0,Boa,89,2024-09-02 21:40:50,False,Logout,100
107799,14454,2024-09-10 16:19:03,Android,5.9,Boa,73,2024-09-10 16:20:16,False,Logout,100
107800,14459,2024-06-25 18:52:16,Android,6.0,Regular,78,2024-06-25 18:53:34,False,Logout,100
107801,14460,2024-02-01 18:57:02,iOS,6.1,Excelente,49,2024-02-01 18:57:51,False,Logout,100
107802,14460,2024-04-15 18:37:05,iOS,6.1,Ruim,58,2024-04-15 18:38:03,True,Abandono,5
107803,14460,2024-05-01 12:57:19,iOS,6.0,Excelente,50,2024-05-01 12:58:09,False,Logout,100
107804,14460,2024-05-18 19:52:04,iOS,6.0,Regular,74,2024-05-18 19:53:18,False,Logout,100
107805,14460,2024-06-18 18:48:38,iOS,6.1,Excelente,55,2024-06-18 18:49:33,False,Logout,100
107806,14460,2024-09-10 06:37:37,Android,5.9,Excelente,100,2024-09-10 06:39:17,False,Logout,100
107807,14460,2024-12-08 11:11:21,iOS,6.0,Excelente,34,2024-12-08 11:11:55,False,Logout,100
107808,14468,2024-01-03 12:38:11,Android,6.0,Excelente,63,2024-01-03 12:39:14,False,Logout,100
107809,14468,2024-01-28 15:37:26,Android,6.0,Boa,86,2024-01-28 15:38:52,False,Logout,100
107810,14468,2024-02-19 11:19:28,Android,6.0,Excelente,68,2024-02-19 11:20:36,False,Logout,100
107811,14468,2024-03-19 09:14:48,Android,5.9,Boa,63,2024-03-19 09:15:51,False,Logout,100
107812,14468,2024-06-28 20:45:06,Android,6.1,Excelente,32,2024-06-28 20:45:38,False,Logout,100
107813,14468,2024-07-14 20:58:50,Android,6.0,Boa,59,2024-07-14 20:59:49,False,Logout,100
107814,14468,2024-07-19 06:43:35,Android,6.0,Boa,107,2024-07-19 06:45:22,False,Logout,100
107815,14468,2024-07-29 10:43:04,Android,6.0,Boa,110,2024-07-29 10:44:54,False,Logout,100
107816,14468,2024-11-04 17:55:11,Android,5.9,Excelente,244,2024-11-04 17:59:15,False,Logout,100
107817,14473,2024-09-17 07:17:54,Android,6.0,Regular,103,2024-09-17 07:19:37,False,Logout,88
107818,14473,2024-11-10 10:03:33,Android,6.0,Boa,35,2024-11-10 10:04:08,False,Logout,100
107819,14477,2024-01-07 15:54:04,Android,5.9,Boa,207,2024-01-07 15:57:31,False,Logout,53
107820,14477,2024-01-08 15:27:55,Android,5.8,Excelente,111,2024-01-08 15:29:46,False,Logout,100
107821,14477,2024-01-26 21:37:13,Android,6.1,Excelente,57,2024-01-26 21:38:10,False,Logout,100
107822,14477,2024-02-03 07:15:54,Android,6.1,Boa,31,2024-02-03 07:16:25,False,Logout,100
107823,14477,2024-04-29 21:40:21,Android,6.0,Boa,41,2024-04-29 21:41:02,False,Logout,100
107824,14477,2024-07-05 17:27:54,Android,5.9,Regular,70,2024-07-05 17:29:04,False,Logout,98
107825,14477,2024-07-21 10:01:10,iOS,6.1,Boa,93,2024-07-21 10:02:43,False,Logout,100
107826,14477,2024-07-22 11:09:56,Android,6.0,Regular,75,2024-07-22 11:11:11,False,Logout,100
107827,14477,2024-08-07 17:41:47,Android,6.0,Excelente,23,2024-08-07 17:42:10,True,Abandono,20
107828,14477,2024-08-20 13:21:04,Android,6.0,Regular,202,2024-08-20 13:24:26,False,Logout,100
107829,14477,2024-08-21 12:38:35,Android,5.9,Regular,70,2024-08-21 12:39:45,False,Logout,100
107830,14477,2024-11-14 18:38:04,Android,5.9,Excelente,75,2024-11-14 18:39:19,False,Logout,100
107831,14477,2024-12-30 13:07:22,iOS,5.9,Regular,154,2024-12-30 13:09:56,False,Logout,100
107832,14482,2024-02-22 14:17:37,iOS,5.8,Regular,181,2024-02-22 14:20:38,False,Logout,100
107833,14482,2024-03-26 11:30:50,iOS,6.1,Boa,37,2024-03-26 11:31:27,False,Logout,100
107834,14482,2024-04-01 07:15:31,Android,6.0,Boa,88,2024-04-01 07:16:59,False,Logout,100
107835,14482,2024-04-04 08:39:20,iOS,5.9,Boa,37,2024-04-04 08:39:57,False,Logout,100
107836,14482,2024-04-20 09:56:07,iOS,6.0,Boa,60,2024-04-20 09:57:07,False,Logout,100
107837,14482,2024-04-20 20:38:04,iOS,6.0,Excelente,67,2024-04-20 20:39:11,False,Logout,100
107838,14482,2024-04-29 20:50:23,iOS,6.0,Ruim,310,2024-04-29 20:55:33,False,Logout,63
107839,14482,2024-06-06 06:26:20,Android,6.0,Boa,33,2024-06-06 06:26:53,False,Logout,100
107840,14482,2024-09-17 20:32:52,iOS,5.9,Boa,118,2024-09-17 20:34:50,False,Logout,100
107841,14482,2024-10-27 21:57:59,iOS,6.1,Excelente,71,2024-10-27 21:59:10,False,Logout,100
107842,14482,2024-11-09 20:47:34,iOS,6.0,Regular,80,2024-11-09 20:48:54,False,Logout,100
107843,14482,2024-12-25 08:25:11,iOS,5.9,Excelente,48,2024-12-25 08:25:59,False,Logout,100
107844,14483,2024-03-02 19:16:22,Android,6.1,Excelente,66,2024-03-02 19:17:28,False,Logout,100
107845,14483,2024-07-09 17:14:55,Android,6.0,Boa,100,2024-07-09 17:16:35,False,Logout,100
107846,14483,2024-07-22 17:53:18,Android,5.9,Excelente,43,2024-07-22 17:54:01,False,Logout,100
107847,14483,2024-10-06 18:49:47,Android,6.1,Boa,53,2024-10-06 18:50:40,False,Logout,100
107848,14483,2024-12-07 19:44:39,Android,6.0,Excelente,215,2024-12-07 19:48:14,False,Logout,100
107849,14483,2024-12-11 17:34:31,Android,6.1,Boa,43,2024-12-11 17:35:14,False,Logout,100
107850,14492,2024-11-05 18:17:06,Android,6.0,Boa,53,2024-11-05 18:17:59,False,Logout,100
107851,14496,2024-09-07 08:07:22,Android,6.0,Boa,37,2024-09-07 08:07:59,False,Logout,100
107852,14496,2024-11-06 19:43:20,Android,6.0,Regular,122,2024-11-06 19:45:22,False,Logout,100
107853,14496,2024-11-26 01:48:20,Android,6.0,Boa,35,2024-11-26 01:48:55,False,Logout,100
107854,14500,2024-01-09 14:15:12,Android,6.1,Excelente,39,2024-01-09 14:15:51,False,Logout,100
107855,14500,2024-12-27 10:52:04,Android,6.1,Ruim,173,2024-12-27 10:54:57,False,Logout,73
107856,14503,2024-11-05 21:48:34,iOS,6.1,Excelente,95,2024-11-05 21:50:09,False,Logout,100
107857,14507,2024-02-23 18:26:34,iOS,6.0,Boa,239,2024-02-23 18:30:33,False,Logout,100
107858,14507,2024-03-08 23:15:51,Android,6.0,Boa,40,2024-03-08 23:16:31,False,Logout,98
107859,14507,2024-04-16 06:05:17,Android,6.1,Ruim,158,2024-04-16 06:07:55,False,Logout,100
107860,14507,2024-04-25 08:09:38,Android,6.0,Regular,78,2024-04-25 08:10:56,False,Logout,100
107861,14507,2024-05-11 21:41:35,Android,6.0,Excelente,67,2024-05-11 21:42:42,False,Logout,100
107862,14507,2024-06-04 19:34:20,Android,6.1,Excelente,171,2024-06-04 19:37:11,False,Logout,100
107863,14507,2024-06-14 12:30:48,Android,6.0,Boa,115,2024-06-14 12:32:43,False,Logout,100
107864,14507,2024-06-23 14:14:22,Android,6.0,Excelente,112,2024-06-23 14:16:14,False,Logout,100
107865,14507,2024-08-25 23:07:44,Android,6.0,Boa,93,2024-08-25 23:09:17,False,Logout,100
107866,14507,2024-11-12 09:21:56,Android,6.1,Regular,540,2024-11-12 09:30:56,False,Logout,80
107867,14508,2024-04-16 23:02:38,Android,6.0,Excelente,52,2024-04-16 23:03:30,False,Logout,100
107868,14508,2024-09-12 22:56:50,Android,5.9,Boa,209,2024-09-12 23:00:19,False,Logout,80
107869,14508,2024-12-25 22:58:59,Android,6.0,Boa,123,2024-12-25 23:01:02,False,Logout,100
107870,14510,2024-01-03 20:19:03,Android,6.1,Excelente,113,2024-01-03 20:20:56,False,Logout,100
107871,14510,2024-01-13 10:30:07,Android,6.0,Regular,48,2024-01-13 10:30:55,False,Logout,100
